"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/1992","20.79","19.57","20.92","19.12","267.48K","5.75%"
"04/01/1992","19.66","18.20","19.70","18.15","279.54K","8.38%"
"03/01/1992","18.14","17.50","18.18","17.18","236.10K","3.36%"
"02/01/1992","17.55","18.13","19.04","17.13","254.89K","-3.31%"
"01/01/1992","18.15","18.00","18.68","16.68","322.91K","3.07%"
"12/01/1991","17.61","20.25","20.27","17.30","250.73K","-12.52%"
"11/01/1991","20.13","21.15","22.66","19.58","307.96K","-8.91%"
"10/01/1991","22.10","20.98","22.83","20.79","343.06K","4.99%"
"09/01/1991","21.05","20.70","21.19","19.78","237.68K","1.69%"
"08/01/1991","20.70","19.76","22.20","19.18","328.09K","4.86%"
"07/01/1991","19.74","18.75","20.22","18.61","233.73K","5.45%"
"06/01/1991","18.72","19.25","19.35","17.71","221.87K","-2.55%"
"05/01/1991","19.21","19.35","20.37","18.94","222.75K","-1.08%"
"04/01/1991","19.42","17.88","20.30","17.60","236.13K","8.19%"
"03/01/1991","17.95","18.50","20.90","17.40","186.57K","-3.91%"
"02/01/1991","18.68","20.10","20.90","16.00","257.09K","-6.88%"
"01/01/1991","20.06","28.10","31.20","17.90","469.48K","-29.04%"
"12/01/1990","28.27","29.00","30.70","25.45","205.60K","-3.18%"
"11/01/1990","29.20","34.60","35.18","27.95","260.61K","-15.14%"
"10/01/1990","34.41","38.20","40.95","26.05","320.26K","-11.99%"
"09/01/1990","39.10","27.60","39.15","27.60","238.54K","46.17%"
"08/01/1990","26.75","19.86","31.10","19.79","172.21K","34.83%"
"07/01/1990","19.84","16.83","19.85","15.53","124.97K","22.92%"
"06/01/1990","16.14","16.31","16.46","15.33","116.69K","-0.62%"
"05/01/1990","16.24","17.20","18.16","16.10","128.86K","-5.14%"
"04/01/1990","17.12","18.49","18.65","15.94","90.08K","-6.86%"
"03/01/1990","18.38","19.48","19.68","18.00","125.89K","-5.65%"
"02/01/1990","19.48","19.90","20.20","19.12","96.02K","-2.89%"
"01/01/1990","20.06","20.20","22.28","19.02","125.01K","-1.08%"
"12/01/1989","20.28","18.54","20.30","18.50","85.76K","9.68%"
"11/01/1989","18.49","18.82","19.15","18.07","94.74K","-0.75%"
"10/01/1989","18.63","18.33","19.20","18.11","120.50K","2.59%"
"09/01/1989","18.16","17.17","18.20","17.11","87.29K","5.34%"
"08/01/1989","17.24","16.72","17.30","16.28","87.55K","4.36%"
"07/01/1989","16.52","17.58","18.27","16.40","95.61K","-5.55%"
"06/01/1989","17.49","17.65","18.10","16.00","112.47K","-1.46%"
"05/01/1989","17.75","18.75","18.90","16.68","85.86K","-6.28%"
"04/01/1989","18.94","18.90","20.45","18.15","98.99K","-3.12%"
"03/01/1989","19.55","16.62","19.75","16.50","88.40K","19.21%"
"02/01/1989","16.40","15.69","16.61","15.16","55.27K","3.08%"
"01/01/1989","15.91","15.63","17.25","15.59","69.28K","2.51%"
