"Date","Price","Open","High","Low","Vol.","Change %"
"01/06/2022","11,028.74","12,176.89","12,320.12","10,565.14","26.74B","-8.71%"
"01/05/2022","12,081.39","12,331.69","12,985.01","11,035.69","23.28B","-2.05%"
"01/04/2022","12,334.64","14,269.53","14,534.38","12,315.74","19.02B","-13.26%"
"01/03/2022","14,220.52","13,716.70","14,646.90","12,555.35","26.96B","3.41%"
"01/02/2022","13,751.40","14,277.43","14,509.56","12,587.88","18.89B","-3.43%"
"01/01/2022","14,239.88","15,732.50","15,852.14","13,094.65","20.65B","-8.98%"
"01/12/2021","15,644.97","15,752.27","15,901.47","14,860.04","22.79B","0.69%"
"01/11/2021","15,537.69","15,541.26","16,212.23","15,451.39","21.65B","0.25%"
"01/10/2021","15,498.39","14,494.93","15,504.12","14,181.69","18.71B","7.27%"
"01/09/2021","14,448.58","15,308.98","15,403.44","14,444.30","20.39B","-5.31%"
"01/08/2021","15,259.24","14,758.60","15,288.08","14,423.16","17.68B","4.00%"
"01/07/2021","14,672.68","14,493.69","14,863.65","14,178.66","17.46B","1.16%"
"01/06/2021","14,503.95","13,829.06","14,535.97","13,548.93","24.05B","5.49%"
"01/05/2021","13,748.74","14,031.77","14,042.12","13,002.53","18.49B","-1.53%"
"01/04/2021","13,962.68","13,414.33","14,211.57","13,404.18","18.51B","5.40%"
"01/03/2021","13,246.87","13,406.16","13,620.71","12,397.05","29.12B","0.41%"
"01/02/2021","13,192.35","13,226.18","14,175.11","13,003.98","27.40B","0.93%"
"01/01/2021","13,070.69","12,958.52","13,728.98","12,543.24","26.55B","1.42%"
"01/12/2020","12,888.28","12,313.36","12,973.33","12,214.74","23.50B","5.65%"
"01/11/2020","12,198.74","11,010.45","12,244.65","10,830.94","19.47B","11.80%"
"01/10/2020","10,911.59","11,291.99","11,965.54","10,822.57","16.77B","-2.29%"
"01/09/2020","11,167.68","11,850.96","12,074.07","10,519.49","20.52B","-5.16%"
"01/08/2020","11,775.46","10,848.64","11,829.84","10,762.71","17.24B","9.59%"
"01/07/2020","10,745.27","10,063.67","10,839.93","10,048.04","20.68B","6.82%"
"01/06/2020","10,058.76","9,471.42","10,221.85","9,403.00","27.30B","5.99%"
"01/05/2020","9,489.87","8,681.29","9,523.64","8,537.83","18.17B","6.75%"
"01/04/2020","8,889.55","7,459.50","8,957.26","7,288.11","18.76B","15.45%"
"01/03/2020","7,700.10","8,667.14","9,070.32","6,631.42","25.11B","-10.12%"
"01/02/2020","8,567.37","9,190.72","9,838.37","8,264.16","13.39B","-6.38%"
"01/01/2020","9,150.94","9,039.46","9,451.43","8,943.50","12.89B","1.99%"
"01/12/2019","8,972.60","8,672.84","9,052.00","8,435.40","12.25B","3.54%"
"01/11/2019","8,665.47","8,335.05","8,705.91","8,326.56","10.75B","4.50%"
"01/10/2019","8,292.36","8,026.83","8,335.56","7,700.00","11.23B","3.66%"
"01/09/2019","7,999.33","7,906.44","8,243.80","7,847.32","11.51B","0.46%"
"01/08/2019","7,962.88","8,190.56","8,311.04","7,662.90","11.99B","-2.60%"
"01/07/2019","8,175.42","8,145.85","8,339.64","8,059.29","11.14B","2.11%"
"01/06/2019","8,006.24","7,441.22","8,088.88","7,292.22","12.57B","7.42%"
"01/05/2019","7,453.15","8,132.93","8,164.71","7,448.23","12.28B","-7.93%"
"01/04/2019","8,095.39","7,800.24","8,176.08","7,777.10","10.75B","4.74%"
"01/03/2019","7,729.32","7,587.45","7,850.10","7,332.92","13.04B","2.61%"
"01/02/2019","7,532.53","7,256.37","7,602.69","7,225.14","10.64B","3.44%"
"01/01/2019","7,281.74","6,506.91","7,303.12","6,457.13","12.23B","9.74%"
"01/12/2018","6,635.28","7,486.13","7,486.51","6,190.17","13.12B","-9.48%"
"01/11/2018","7,330.54","7,327.82","7,572.93","6,830.76","12.57B","0.34%"
"01/10/2018","7,305.90","8,091.50","8,107.38","6,922.83","14.83B","-9.20%"
"01/09/2018","8,046.35","8,087.95","8,104.07","7,873.93","11.15B","-0.78%"
"01/08/2018","8,109.54","7,701.82","8,133.30","7,659.52","10.70B","5.71%"
"01/07/2018","7,671.79","7,451.90","7,933.31","7,443.10","9.42B","2.15%"
"01/06/2018","7,510.30","7,487.66","7,806.60","7,419.56","12.84B","0.92%"
"01/05/2018","7,442.12","7,053.65","7,492.42","6,991.14","10.64B","5.32%"
"01/04/2018","7,066.27","7,016.17","7,319.58","6,805.96","10.16B","0.04%"
"01/03/2018","7,063.44","7,274.75","7,637.27","6,901.07","12.33B","-2.88%"
"01/02/2018","7,273.01","7,377.17","7,441.09","6,630.67","10.81B","-1.87%"
"01/01/2018","7,411.48","6,937.65","7,505.77","6,924.08","10.40B","7.36%"
"01/12/2017","6,903.39","6,844.04","7,003.89","6,734.13","10.00B","0.43%"
"01/11/2017","6,873.97","6,758.64","6,914.19","6,667.31","10.20B","2.17%"
"01/10/2017","6,727.67","6,506.08","6,737.75","6,484.14","9.64B","3.57%"
"01/09/2017","6,495.96","6,442.17","6,497.98","6,334.59","9.41B","1.05%"
"01/08/2017","6,428.66","6,372.16","6,435.27","6,177.19","9.58B","1.27%"
"01/07/2017","6,348.12","6,173.29","6,460.84","6,081.96","8.58B","3.38%"
"01/06/2017","6,140.42","6,215.91","6,341.70","6,087.81","12.50B","-0.94%"
"01/05/2017","6,198.52","6,067.56","6,221.99","5,996.81","10.24B","2.50%"
"01/04/2017","6,047.61","5,917.31","6,074.04","5,805.15","8.30B","2.30%"
"01/03/2017","5,911.74","5,874.86","5,928.06","5,769.39","11.00B","1.48%"
"01/02/2017","5,825.44","5,654.51","5,867.89","5,616.40","8.56B","3.75%"
"01/01/2017","5,614.79","5,425.62","5,669.61","5,397.99","8.38B","4.30%"
"01/12/2016","5,383.12","5,323.88","5,512.37","5,238.21","9.32B","1.12%"
"01/11/2016","5,323.68","5,199.77","5,403.86","5,034.41","9.91B","2.59%"
"01/10/2016","5,189.14","5,300.29","5,340.52","5,169.76","7.97B","-2.31%"
"01/09/2016","5,312.00","5,218.28","5,342.88","5,097.80","9.63B","1.89%"
"01/08/2016","5,213.22","5,167.42","5,275.74","5,109.80","8.79B","0.99%"
"01/07/2016","5,162.13","4,837.18","5,175.81","4,786.01","8.01B","6.60%"
"01/06/2016","4,842.67","4,928.97","4,980.14","4,574.25","10.96B","-2.13%"
"01/05/2016","4,948.06","4,786.55","4,951.45","4,678.38","9.21B","3.62%"
"01/04/2016","4,775.36","4,842.55","4,969.32","4,740.84","8.82B","-1.94%"
"01/03/2016","4,869.85","4,596.01","4,899.14","4,581.75","10.06B","6.84%"
"01/02/2016","4,557.95","4,587.59","4,636.93","4,209.76","10.51B","-1.21%"
"01/01/2016","4,613.95","4,897.65","4,926.73","4,313.39","10.70B","-7.86%"
"01/12/2015","5,007.41","5,129.64","5,176.77","4,871.59","9.86B","-1.98%"
"01/11/2015","5,108.67","5,065.64","5,163.47","4,908.66","8.40B","1.09%"
"01/10/2015","5,053.75","4,624.46","5,095.69","4,552.34","9.91B","9.38%"
"01/09/2015","4,620.16","4,673.61","4,960.87","4,487.06","10.53B","-3.27%"
"01/08/2015","4,776.51","5,134.34","5,175.26","4,292.14","10.46B","-6.86%"
"01/07/2015","5,128.28","5,029.05","5,231.94","4,901.51","9.46B","2.84%"
"01/06/2015","4,986.87","5,094.94","5,164.36","4,956.23","10.53B","-1.64%"
"01/05/2015","5,070.02","4,966.32","5,111.54","4,888.17","8.57B","2.60%"
"01/04/2015","4,941.42","4,894.36","5,119.83","4,844.39","8.96B","0.83%"
"01/03/2015","4,900.88","4,973.43","5,042.14","4,825.93","10.39B","-1.26%"
"01/02/2015","4,963.53","4,650.60","4,989.25","4,580.46","8.77B","7.08%"
"01/01/2015","4,635.24","4,760.24","4,777.01","4,563.11","10.02B","-2.13%"
"01/12/2014","4,736.05","4,777.73","4,814.95","4,547.31","10.63B","-1.16%"
"01/11/2014","4,791.63","4,633.71","4,810.86","4,594.91","8.48B","3.47%"
"01/10/2014","4,630.74","4,486.65","4,641.51","4,116.60","12.87B","3.06%"
"01/09/2014","4,493.39","4,592.42","4,610.57","4,464.44","10.14B","-1.90%"
"01/08/2014","4,580.27","4,363.39","4,580.27","4,321.89","8.18B","4.82%"
"01/07/2014","4,369.77","4,424.71","4,485.93","4,351.04","9.70B","-0.87%"
"01/06/2014","4,408.18","4,247.96","4,417.46","4,207.61","10.35B","3.90%"
"01/05/2014","4,242.62","4,121.25","4,252.08","4,021.05","9.83B","3.11%"
"01/04/2014","4,114.56","4,219.87","4,286.09","3,946.03","11.05B","-2.01%"
"01/03/2014","4,198.99","4,261.42","4,371.71","4,131.81","11.62B","-2.53%"
"01/02/2014","4,308.12","4,105.06","4,342.59","3,968.19","9.94B","4.98%"
"01/01/2014","4,103.88","4,160.03","4,246.55","4,044.76","10.89B","-1.74%"
"01/12/2013","4,176.59","4,065.66","4,177.73","3,979.59","9.26B","2.87%"
"01/11/2013","4,059.89","3,932.45","4,069.70","3,855.07","8.56B","3.58%"
"01/10/2013","3,919.71","3,774.18","3,966.71","3,650.03","10.31B","3.93%"
"01/09/2013","3,771.48","3,622.64","3,798.76","3,593.62","8.33B","5.06%"
"01/08/2013","3,589.87","3,654.18","3,694.19","3,573.57","7.58B","-1.01%"
"01/07/2013","3,626.37","3,430.48","3,649.35","3,415.23","8.37B","6.56%"
"01/06/2013","3,403.25","3,460.76","3,488.31","3,294.95","9.56B","-1.52%"
"01/05/2013","3,455.91","3,325.35","3,532.04","3,296.51","9.02B","3.82%"
"01/04/2013","3,328.79","3,268.63","3,328.79","3,154.96","9.23B","1.88%"
"01/03/2013","3,267.52","3,143.54","3,270.30","3,129.40","7.85B","3.40%"
"01/02/2013","3,160.19","3,162.94","3,213.60","3,105.36","8.07B","0.57%"
"01/01/2013","3,142.13","3,091.33","3,164.06","3,076.60","8.32B","4.06%"
"01/12/2012","3,019.51","3,029.21","3,061.82","2,951.04","7.73B","0.31%"
"01/11/2012","3,010.24","2,987.54","3,033.85","2,810.80","8.59B","1.11%"
"01/10/2012","2,977.23","3,130.31","3,171.46","2,961.16","8.25B","-4.46%"
"01/09/2012","3,116.23","3,063.25","3,196.93","3,040.24","8.06B","1.61%"
"01/08/2012","3,066.96","2,956.72","3,100.54","2,890.85","8.59B","4.34%"
"01/07/2012","2,939.52","2,938.41","2,987.94","2,837.72","8.86B","0.15%"
"01/06/2012","2,935.05","2,810.13","2,942.28","2,726.68","10.16B","3.81%"
"01/05/2012","2,827.34","3,044.79","3,085.40","2,774.45","10.55B","-7.19%"
"01/04/2012","3,046.36","3,085.94","3,128.25","2,946.04","8.93B","-1.46%"
"01/03/2012","3,091.57","2,979.11","3,134.17","2,900.28","9.68B","4.20%"
"01/02/2012","2,966.89","2,830.10","3,000.11","2,825.19","9.35B","5.44%"
"01/01/2012","2,813.84","2,657.39","2,834.30","2,627.23","8.79B","8.01%"
"01/12/2011","2,605.15","2,615.67","2,674.53","2,518.01","8.75B","-0.58%"
"01/11/2011","2,620.34","2,607.31","2,730.39","2,441.48","10.18B","-2.39%"
"01/10/2011","2,684.41","2,401.19","2,753.37","2,298.89","11.33B","11.14%"
"01/09/2011","2,415.40","2,583.34","2,643.37","2,414.31","11.94B","-6.36%"
"01/08/2011","2,579.46","2,791.45","2,796.24","2,331.65","15.41B","-6.42%"
"01/07/2011","2,756.38","2,775.08","2,878.94","2,724.99","9.76B","-0.62%"
"01/06/2011","2,773.52","2,829.39","2,834.05","2,599.86","12.85B","-2.18%"
"01/05/2011","2,835.30","2,881.28","2,887.75","2,739.85","11.83B","-1.33%"
"01/04/2011","2,873.54","2,796.67","2,876.83","2,706.50","10.19B","3.32%"
"01/03/2011","2,781.07","2,791.08","2,802.32","2,603.50","12.13B","-0.04%"
"01/02/2011","2,782.27","2,717.61","2,840.51","2,705.54","9.62B","3.04%"
"01/01/2011","2,700.08","2,676.65","2,766.17","2,663.64","9.52B","1.78%"
"01/12/2010","2,652.87","2,535.19","2,675.26","2,535.19","9.34B","6.19%"
"01/11/2010","2,498.23","2,520.45","2,592.94","2,459.79","11.05B","-0.37%"
"01/10/2010","2,507.41","2,386.82","2,517.50","2,332.46","10.96B","5.86%"
"01/09/2010","2,368.62","2,142.75","2,400.06","2,141.95","11.62B","12.04%"
"01/08/2010","2,114.03","2,283.32","2,309.43","2,099.29","11.61B","-6.24%"
"01/07/2010","2,254.70","2,110.75","2,307.60","2,061.14","12.50B","6.90%"
"01/06/2010","2,109.24","2,244.79","2,341.11","2,105.26","14.17B","-6.55%"
"01/05/2010","2,257.04","2,472.32","2,503.00","2,140.53","15.56B","-8.29%"
"01/04/2010","2,461.19","2,411.68","2,535.28","2,383.77","13.66B","2.64%"
"01/03/2010","2,397.96","2,247.40","2,432.25","2,247.33","14.44B","7.14%"
"01/02/2010","2,238.26","2,155.81","2,251.68","2,100.17","12.18B","4.23%"
"01/01/2010","2,147.35","2,294.41","2,326.28","2,140.34","12.78B","-5.37%"
"01/12/2009","2,269.15","2,162.23","2,295.80","2,155.96","11.53B","5.81%"
"01/11/2009","2,144.60","2,047.42","2,205.32","2,024.27","11.98B","4.86%"
"01/10/2009","2,045.11","2,111.77","2,190.64","2,040.21","15.23B","-3.64%"
"01/09/2009","2,122.42","2,001.30","2,167.70","1,958.04","14.27B","5.64%"
"01/08/2009","2,009.06","1,998.35","2,059.48","1,929.64","12.70B","1.54%"
"01/07/2009","1,978.50","1,846.12","2,009.81","1,727.05","14.22B","7.82%"
"01/06/2009","1,835.04","1,796.09","1,879.92","1,753.78","16.20B","3.42%"
"01/05/2009","1,774.33","1,719.29","1,774.33","1,664.19","14.46B","3.32%"
"01/04/2009","1,717.30","1,504.87","1,753.61","1,498.54","15.43B","12.35%"
"01/03/2009","1,528.59","1,356.13","1,587.00","1,265.52","17.30B","10.94%"
"01/02/2009","1,377.84","1,460.85","1,598.50","1,372.42","15.71B","-6.68%"
"01/01/2009","1,476.42","1,578.87","1,665.63","1,434.08","15.09B","-6.38%"
"01/12/2008","1,577.03","1,496.09","1,602.92","1,398.07","15.38B","2.70%"
"01/11/2008","1,535.57","1,718.89","1,785.84","1,295.48","15.97B","-10.77%"
"01/10/2008","1,720.95","2,075.10","2,083.20","1,493.79","25.28B","-17.73%"
"01/09/2008","2,091.88","2,402.11","2,413.11","1,983.73","19.75B","-11.64%"
"01/08/2008","2,367.52","2,326.83","2,473.20","2,280.93","14.41B","1.80%"
"01/07/2008","2,325.55","2,274.24","2,353.39","2,167.29","20.42B","1.42%"
"01/06/2008","2,292.98","2,514.82","2,549.94","2,290.59","19.27B","-9.10%"
"01/05/2008","2,522.66","2,416.49","2,551.47","2,416.49","17.48B","4.55%"
"01/04/2008","2,412.80","2,306.51","2,451.19","2,266.29","17.61B","5.87%"
"01/03/2008","2,279.10","2,271.26","2,346.78","2,155.42","19.52B","0.34%"
"01/02/2008","2,271.48","2,392.58","2,419.23","2,252.65","19.89B","-4.95%"
"01/01/2008","2,389.86","2,653.91","2,661.50","2,202.54","24.81B","-9.89%"
"01/12/2007","2,652.28","2,654.91","2,734.82","2,553.99","16.08B","-0.33%"
"01/11/2007","2,660.96","2,835.00","2,835.63","2,539.81","21.07B","-6.93%"
"01/10/2007","2,859.12","2,704.25","2,861.51","2,698.14","20.70B","5.83%"
"01/09/2007","2,701.50","2,596.38","2,716.75","2,536.93","15.46B","4.05%"
"01/08/2007","2,596.36","2,538.50","2,627.75","2,386.69","23.99B","2.00%"
"01/07/2007","2,545.57","2,617.39","2,724.74","2,545.57","20.21B","-2.21%"
"01/06/2007","2,603.23","2,614.01","2,634.60","2,534.97","20.01B","-0.05%"
"01/05/2007","2,604.52","2,529.95","2,607.90","2,510.57","20.21B","3.15%"
"01/04/2007","2,525.09","2,425.36","2,562.99","2,409.04","18.18B","4.27%"
"01/03/2007","2,421.64","2,377.18","2,459.96","2,331.57","20.27B","0.23%"
"01/02/2007","2,416.15","2,474.08","2,531.42","2,395.35","17.10B","-1.94%"
"01/01/2007","2,463.93","2,429.72","2,508.93","2,394.66","18.72B","2.01%"
"01/12/2006","2,415.29","2,430.75","2,470.95","2,392.95","16.06B","-0.68%"
"01/11/2006","2,431.77","2,373.49","2,468.42","2,316.82","17.20B","2.75%"
"01/10/2006","2,366.71","2,257.00","2,379.29","2,224.21","20.92B","4.79%"
"01/09/2006","2,258.43","2,194.56","2,273.30","2,147.44","18.44B","3.42%"
"01/08/2006","2,183.75","2,080.34","2,193.34","2,048.22","18.68B","4.41%"
"01/07/2006","2,091.47","2,177.91","2,190.44","2,012.78","26.89B","-3.71%"
"01/06/2006","2,172.09","2,179.82","2,233.88","2,065.11","17.54B","-0.31%"
"01/05/2006","2,178.88","2,329.79","2,352.56","2,135.81","","-6.19%"
"01/04/2006","2,322.57","2,352.24","2,375.54","2,299.42","","-0.74%"
"01/03/2006","2,339.79","2,288.15","2,353.14","2,239.54","","2.56%"
"01/02/2006","2,281.39","2,294.11","2,313.53","2,232.68","","-1.06%"
"01/01/2006","2,305.82","2,216.53","2,332.92","2,189.91","","4.56%"
"01/12/2005","2,205.32","2,244.85","2,278.16","2,200.51","","-1.23%"
"01/11/2005","2,232.82","2,109.89","2,269.30","2,108.86","","5.31%"
"01/10/2005","2,120.30","2,152.70","2,167.00","2,025.58","","-1.46%"
"01/09/2005","2,151.69","2,150.03","2,186.83","2,093.06","","-0.02%"
"01/08/2005","2,152.09","2,191.49","2,219.91","2,112.25","","-1.50%"
"01/07/2005","2,184.83","2,060.97","2,201.39","2,050.30","","6.22%"
"01/06/2005","2,056.96","2,067.23","2,106.57","2,039.69","","-0.54%"
"01/05/2005","2,068.22","1,923.23","2,076.80","1,916.03","","7.63%"
"01/04/2005","1,921.65","2,009.09","2,021.82","1,889.83","","-3.88%"
"01/03/2005","1,999.23","2,057.47","2,100.57","1,968.58","","-2.56%"
"01/02/2005","2,051.72","2,063.27","2,103.45","2,023.00","","-0.52%"
"01/01/2005","2,062.41","2,184.75","2,191.60","2,008.68","","-5.20%"
"01/12/2004","2,175.44","2,104.58","2,185.56","2,097.86","","3.75%"
"01/11/2004","2,096.81","1,975.48","2,117.89","1,969.32","","6.17%"
"01/10/2004","1,974.99","1,909.59","1,984.18","1,899.33","","4.12%"
"01/09/2004","1,896.84","1,833.37","1,925.85","1,833.33","","3.20%"
"01/08/2004","1,838.10","1,874.93","1,893.13","1,750.82","","-2.61%"
"01/07/2004","1,887.36","2,045.53","2,045.53","1,829.06","","-7.83%"
"01/06/2004","2,047.79","1,978.52","2,055.65","1,960.26","","3.07%"
"01/05/2004","1,986.74","1,928.72","1,991.87","1,865.40","","3.47%"
"01/04/2004","1,920.15","1,996.45","2,079.12","1,919.39","","-3.71%"
"01/03/2004","1,994.22","2,036.92","2,069.02","1,896.91","","-1.75%"
"01/02/2004","2,029.82","2,072.13","2,094.92","1,991.05","","-1.76%"
"01/01/2004","2,066.15","2,011.08","2,153.83","1,999.77","","3.13%"
"01/12/2003","2,003.37","1,972.97","2,015.23","1,887.46","","2.20%"
"01/11/2003","1,960.26","1,941.31","1,992.27","1,878.07","","1.45%"
"01/10/2003","1,932.21","1,797.07","1,966.87","1,796.09","","8.13%"
"01/09/2003","1,786.94","1,817.92","1,913.74","1,783.46","","-1.30%"
"01/08/2003","1,810.45","1,731.63","1,813.82","1,640.88","","4.35%"
"01/07/2003","1,735.02","1,617.30","1,776.10","1,598.92","","6.92%"
"01/06/2003","1,622.80","1,612.10","1,686.10","1,584.70","","1.68%"
"01/05/2003","1,595.91","1,463.00","1,599.92","1,451.32","","8.99%"
"01/04/2003","1,464.31","1,347.54","1,482.49","1,338.23","","9.18%"
"01/03/2003","1,341.17","1,344.21","1,425.73","1,253.22","","0.27%"
"01/02/2003","1,337.52","1,324.74","1,352.07","1,261.79","","1.26%"
"01/01/2003","1,320.91","1,346.93","1,467.35","1,303.64","","-1.09%"
"01/12/2002","1,335.51","1,507.94","1,521.44","1,327.19","","-9.69%"
"01/11/2002","1,478.78","1,320.95","1,497.44","1,313.72","","11.21%"
"01/10/2002","1,329.75","1,180.26","1,347.58","1,108.49","","13.45%"
"01/09/2002","1,172.06","1,302.67","1,347.27","1,160.07","","-10.86%"
"01/08/2002","1,314.85","1,322.47","1,426.76","1,205.68","","-1.01%"
"01/07/2002","1,328.26","1,457.04","1,459.84","1,192.42","","-9.22%"
"01/06/2002","1,463.21","1,613.50","1,621.50","1,375.53","","-9.44%"
"01/05/2002","1,615.73","1,683.76","1,759.33","1,560.29","","-4.29%"
"01/04/2002","1,688.23","1,834.59","1,865.37","1,640.97","","-8.51%"
"01/03/2002","1,845.35","1,745.49","1,946.23","1,742.08","","6.58%"
"01/02/2002","1,731.49","1,928.83","1,942.15","1,696.55","","-10.47%"
"01/01/2002","1,934.03","1,965.18","2,098.88","1,851.49","","-0.84%"
"01/12/2001","1,950.40","1,915.13","2,065.69","1,898.98","","1.03%"
"01/11/2001","1,930.58","1,705.52","1,965.09","1,683.99","","14.22%"
"01/10/2001","1,690.20","1,491.45","1,792.87","1,458.41","","12.77%"
"01/09/2001","1,498.80","1,802.29","1,836.19","1,387.06","","-16.98%"
"01/08/2001","1,805.43","2,051.56","2,102.53","1,777.11","","-10.94%"
"01/07/2001","2,027.13","2,156.76","2,181.05","1,934.67","","-6.21%"
"01/06/2001","2,161.24","2,131.12","2,264.58","1,973.70","","2.40%"
"01/05/2001","2,110.49","2,116.24","2,328.05","2,052.41","","-0.27%"
"01/04/2001","2,116.24","1,835.22","2,202.86","1,619.58","","15.00%"
"01/03/2001","1,840.26","2,126.30","2,243.78","1,794.21","","-14.48%"
"01/02/2001","2,151.83","2,771.57","2,796.89","2,127.50","","-22.39%"
"01/01/2001","2,772.73","2,474.16","2,892.36","2,251.71","","12.23%"
"01/12/2000","2,470.52","2,644.09","3,028.75","2,288.16","","-4.90%"
"01/11/2000","2,597.93","3,316.51","3,480.01","2,523.04","","-22.90%"
"01/10/2000","3,369.63","3,714.48","3,714.48","3,026.11","","-8.25%"
"01/09/2000","3,672.82","4,252.15","4,259.87","3,614.66","","-12.68%"
"01/08/2000","4,206.35","3,760.95","4,208.73","3,521.14","","11.66%"
"01/07/2000","3,766.99","3,950.59","4,289.06","3,615.79","","-5.02%"
"01/06/2000","3,966.11","3,471.95","4,073.73","3,400.91","","16.62%"
"01/05/2000","3,400.91","3,930.18","3,982.38","3,042.66","","-11.91%"
"01/04/2000","3,860.66","4,494.89","4,572.84","3,227.04","","-15.57%"
"01/03/2000","4,572.83","4,732.82","5,132.52","4,355.69","","-2.64%"
"01/02/2000","4,696.69","3,961.07","4,698.46","3,911.84","","19.19%"
"01/01/2000","3,940.35","4,186.19","4,303.15","3,711.09","","-3.17%"
"01/12/1999","4,069.31","3,341.10","4,090.61","3,321.57","","21.98%"
"01/11/1999","3,336.16","2,970.93","3,469.35","2,967.63","","12.46%"
"01/10/1999","2,966.43","2,729.04","2,978.63","2,632.01","","8.02%"
"01/09/1999","2,746.16","2,752.33","2,897.53","2,684.70","","0.25%"
"01/08/1999","2,739.35","2,638.31","2,819.90","2,442.22","","3.82%"
"01/07/1999","2,638.49","2,692.96","2,874.92","2,619.08","","-1.77%"
"01/06/1999","2,686.12","2,467.51","2,696.87","2,364.59","","8.73%"
"01/05/1999","2,470.52","2,546.33","2,632.74","2,339.12","","-2.84%"
"01/04/1999","2,542.85","2,493.07","2,677.76","2,329.87","","3.31%"
"01/03/1999","2,461.40","2,286.83","2,520.63","2,235.19","","7.58%"
"01/02/1999","2,288.03","2,522.38","2,533.44","2,224.21","","-8.69%"
"01/01/1999","2,505.89","2,207.54","2,506.68","2,192.68","","14.28%"
"01/12/1998","2,192.69","1,928.51","2,200.63","1,924.15","","12.47%"
"01/11/1998","1,949.54","1,783.71","2,025.04","1,771.40","","10.06%"
"01/10/1998","1,771.39","1,663.30","1,781.63","1,357.09","","4.58%"
"01/09/1998","1,693.84","1,509.01","1,769.71","1,475.49","","12.98%"
"01/08/1998","1,499.25","1,869.72","1,874.31","1,498.73","","-19.93%"
"01/07/1998","1,872.39","1,904.24","2,028.18","1,871.72","","-1.18%"
"01/06/1998","1,894.74","1,770.37","1,898.76","1,715.04","","6.51%"
"01/05/1998","1,778.87","1,871.81","1,890.80","1,741.72","","-4.79%"
"01/04/1998","1,868.41","1,838.15","1,931.83","1,788.74","","1.78%"
"01/03/1998","1,835.68","1,778.72","1,840.83","1,708.48","","3.68%"
"01/02/1998","1,770.51","1,640.06","1,783.74","1,619.36","","9.33%"
"01/01/1998","1,619.36","1,574.10","1,629.54","1,465.61","","3.12%"
"01/12/1997","1,570.35","1,608.56","1,652.84","1,486.23","","-1.89%"
"01/11/1997","1,600.55","1,609.62","1,654.43","1,526.85","","0.44%"
"01/10/1997","1,593.61","1,690.79","1,748.78","1,465.84","","-5.46%"
"01/09/1997","1,685.69","1,595.07","1,702.49","1,587.32","","6.20%"
"01/08/1997","1,587.32","1,594.67","1,638.26","1,545.13","","-0.41%"
