observation_date,FDHBFIN,FDHBFIN_CCA,FDHBFIN_CCH,FDHBFIN_CH1,FDHBFIN_CHG,FDHBFIN_LOG,FDHBFIN_PC1,FDHBFIN_PCA,FDHBFIN_PCH,FDHBFRBN,FDHBFRBN_CCA,FDHBFRBN_CCH,FDHBFRBN_CH1,FDHBFRBN_CHG,FDHBFRBN_LOG,FDHBFRBN_PC1,FDHBFRBN_PCA,FDHBFRBN_PCH,FDHBPIN,FDHBPIN_CCA,FDHBPIN_CCH,FDHBPIN_CH1,FDHBPIN_CHG,FDHBPIN_LOG,FDHBPIN_PC1,FDHBPIN_PCA,FDHBPIN_PCH,FYGFDPUN,FYGFDPUN_CCA,FYGFDPUN_CCH,FYGFDPUN_CH1,FYGFDPUN_CHG,FYGFDPUN_LOG,FYGFDPUN_PC1,FYGFDPUN_PCA,FYGFDPUN_PCH
1987-07-01,279.5,-2.28327,-0.57082,14.0,-1.6,5.63300,5.27307,-2.25740,-0.56919,211.900,-0.75436,-0.18859,21.100,-0.400,5.35611,11.05870,-0.75152,-0.18841,1680.7,5.41520,1.35380,127.4,22.6,7.42697,8.20189,5.56451,1.36301,1893110,4.66711,1.16678,150665,21960,14.45373,8.64676,4.77773,1.17361
1987-10-01,299.7,27.91187,6.97797,36.3,20.2,5.70278,13.78132,32.19643,7.22719,222.600,19.70479,4.92620,11.300,10.700,5.40538,5.34785,21.78024,5.04955,1731.4,11.88798,2.97200,129.4,50.7,7.45669,8.07740,12.62346,3.01660,1954065,12.67634,3.16908,142321,60955,14.48542,7.85547,13.51484,3.21983
1988-01-01,332.5,41.54315,10.38579,59.7,32.8,5.80664,21.88416,51.50244,10.94428,217.500,-9.27104,-2.31776,21.100,-5.100,5.38220,10.74338,-8.85425,-2.29111,1779.6,10.98332,2.74583,138.2,48.2,7.48414,8.41964,11.60918,2.78387,1996711,8.63580,2.15895,157440,42646,14.50701,8.55991,9.01966,2.18242
1988-04-01,345.4,15.22532,3.80633,64.3,12.9,5.84470,22.87442,16.44551,3.87970,227.600,18.15634,4.53909,15.300,10.100,5.42759,7.20678,19.90906,4.64368,1786.7,1.59269,0.39817,128.6,7.1,7.48813,7.75587,1.60544,0.39897,2013414,3.33218,0.83305,142264,16703,14.51534,7.60302,3.38832,0.83653
1988-07-01,345.9,0.57862,0.14466,66.4,0.5,5.84615,23.75671,0.58030,0.14476,229.200,2.80211,0.70053,17.300,1.600,5.43459,8.16423,2.84174,0.70299,1821.2,7.65011,1.91253,140.5,34.5,7.50725,8.35961,7.95034,1.93093,2051735,7.54160,1.88540,158625,38321,14.53420,8.37907,7.83326,1.90328
1988-10-01,362.2,18.41873,4.60468,62.5,16.3,5.89220,20.85419,20.22410,4.71234,238.400,15.74198,3.93550,15.800,9.200,5.47395,7.09793,17.04869,4.01396,1858.5,8.10963,2.02741,127.1,37.3,7.52752,7.34088,8.44754,2.04810,2095179,8.38129,2.09532,141114,43444,14.55515,7.22156,8.74254,2.11743
1989-01-01,373.5,12.28858,3.07215,41.0,11.3,5.92292,12.33083,13.07553,3.11982,228.600,-16.79047,-4.19762,11.100,-9.800,5.43197,5.10345,-15.45656,-4.11074,1903.4,9.54882,2.38720,123.8,44.9,7.55140,6.95662,10.01958,2.41593,2133419,7.23475,1.80869,136708,38240,14.57324,6.84666,7.50288,1.82514
1989-04-01,366.4,-7.67695,-1.91924,21.0,-7.1,5.90373,6.07991,-7.38967,-1.90094,231.800,5.56047,1.39012,4.200,3.200,5.44587,1.84534,5.71797,1.39983,1909.1,1.19607,0.29902,122.4,5.7,7.55439,6.85062,1.20325,0.29946,2142122,1.62843,0.40711,128708,8703,14.57731,6.39253,1.64176,0.40794
1989-07-01,391.8,26.81035,6.70259,45.9,25.4,5.97075,13.26973,30.74824,6.93231,221.100,-18.90394,-4.72598,-8.100,-10.700,5.39862,-3.53403,-17.22461,-4.61605,1958.3,10.17793,2.54448,137.1,49.2,7.57983,7.52800,10.71391,2.57713,2180726,7.14437,1.78609,128991,38604,14.59517,6.28692,7.40577,1.80214
1989-10-01,426.1,33.56902,8.39226,63.9,34.3,6.05467,17.64219,39.89056,8.75447,226.800,10.18139,2.54535,-11.600,5.700,5.42407,-4.86577,10.71774,2.57802,2017.4,11.89312,2.97328,158.9,59.1,7.60956,8.54991,12.62924,3.01792,2245171,11.64954,2.91238,149992,64445,14.62429,7.15891,12.35523,2.95521
1990-01-01,445.4,17.71948,4.42987,71.9,19.3,6.09897,19.25033,19.38636,4.52945,217.900,-16.01293,-4.00323,-10.700,-8.900,5.38404,-4.68066,-14.79664,-3.92416,2116.6,19.20059,4.80015,213.2,99.2,7.65757,11.20101,21.16777,4.91722,2329264,14.70826,3.67707,195845,84093,14.66106,9.17987,15.84496,3.74551
1990-04-01,451.0,4.99783,1.24946,84.6,5.6,6.11147,23.08952,5.12483,1.25730,231.400,24.04463,6.01116,-0.400,13.500,5.44415,-0.17256,27.18166,6.19550,2140.0,4.39792,1.09948,230.9,23.4,7.66856,12.09470,4.49606,1.10555,2368772,6.72774,1.68193,226650,39508,14.67788,10.58063,6.95921,1.69616
1990-07-01,463.8,11.19443,2.79861,72.0,12.8,6.13945,18.37672,11.84506,2.83814,234.400,5.15250,1.28812,13.300,3.000,5.45703,6.01538,5.28755,1.29646,2207.3,12.38569,3.09642,249.0,67.3,7.69953,12.71511,13.18539,3.14486,2437551,11.44887,2.86222,256825,68779,14.70650,11.77704,12.12999,2.90357
1990-10-01,487.1,19.60641,4.90160,61.0,23.3,6.18847,14.31589,21.66048,5.02372,235.100,1.19276,0.29819,8.300,0.700,5.46001,3.65961,1.19990,0.29863,2305.3,17.37631,4.34408,287.9,98.0,7.74297,14.27084,18.97737,4.43981,2536545,15.92363,3.98091,291374,98994,14.74631,12.97781,17.26150,4.06121
1991-01-01,492.0,4.00371,1.00093,46.6,4.9,6.19848,10.46251,4.08494,1.00595,241.000,9.91439,2.47860,23.100,5.900,5.48480,10.60119,10.42252,2.50957,2360.6,9.48200,2.37050,244.0,55.3,7.76667,11.52792,9.94610,2.39882,2598351,9.62964,2.40741,269087,61806,14.77039,11.55245,10.10854,2.43662
1991-04-01,502.0,8.04856,2.01214,51.0,10.0,6.21860,11.30820,8.38133,2.03252,247.500,10.64546,2.66136,16.100,6.500,5.51141,6.95765,11.23274,2.69710,2398.9,6.43779,1.60945,258.9,38.3,7.78277,12.09813,6.64954,1.62247,2642863,6.79431,1.69858,274091,44512,14.78737,11.57102,7.03045,1.71309
1991-07-01,506.3,3.41170,0.85293,42.5,4.3,6.22713,9.16343,3.47057,0.85657,258.600,17.54875,4.38719,24.200,11.100,5.55528,10.32423,19.18271,4.48485,2498.4,16.25609,4.06402,291.1,99.5,7.82341,13.18806,17.65200,4.14773,2745729,15.27353,3.81838,308178,102866,14.82556,12.64294,16.50165,3.89222
1991-10-01,520.9,11.37148,2.84287,33.8,14.6,6.25556,6.93903,12.04326,2.88367,266.500,12.03671,3.00918,31.400,7.900,5.58537,13.35602,12.79108,3.05491,2578.5,12.62292,3.15573,273.2,80.1,7.85496,11.85095,13.45422,3.20605,2833034,12.52064,3.13016,296489,87305,14.85686,11.68869,13.33824,3.17967
1992-01-01,536.4,11.72883,2.93221,44.4,15.5,6.28488,9.02439,12.44435,2.97562,265.800,-1.05204,-0.26301,24.800,-0.700,5.58274,10.29046,-1.04652,-0.26266,2665.8,13.31855,3.32964,305.2,87.3,7.88826,12.92892,14.24619,3.38569,2917630,11.76937,2.94234,319279,84596,14.88628,12.28775,12.48995,2.98606
1992-04-01,558.2,15.93487,3.98372,56.2,21.8,6.32472,11.19522,17.27468,4.06413,276.900,16.36491,4.09123,29.400,11.100,5.62366,11.87879,17.78010,4.17607,2712.4,6.93186,1.73297,313.5,46.6,7.90559,13.06849,7.17776,1.74807,2976774,8.02741,2.00685,333911,59144,14.90635,12.63444,8.35840,2.02712
1992-07-01,562.8,3.28280,0.82070,56.5,4.6,6.33292,11.15939,3.33728,0.82408,279.700,4.02447,1.00612,21.100,2.800,5.63372,8.15932,4.10655,1.01120,2782.2,10.16325,2.54081,283.8,69.8,7.93100,11.35927,10.69766,2.57337,3048291,9.49638,2.37409,302562,71517,14.93009,11.01937,9.96190,2.40250
1992-10-01,576.7,9.75915,2.43979,55.8,13.9,6.35732,10.71223,10.25123,2.46979,295.000,21.30310,5.32578,28.500,15.300,5.68698,10.69418,23.74230,5.47015,2847.3,9.25168,2.31292,268.8,65.1,7.95413,10.42467,9.69315,2.33987,3129308,10.49232,2.62308,296274,81017,14.95632,10.45783,11.06253,2.65778
1993-01-01,585.9,6.33077,1.58269,49.5,9.2,6.37315,9.22819,6.53546,1.59528,298.500,4.71783,1.17946,32.700,3.500,5.69877,12.30248,4.83089,1.18644,2902.0,7.61159,1.90290,236.2,54.7,7.97316,8.86038,7.90876,1.92112,3187556,7.37703,1.84426,269926,58248,14.97477,9.25155,7.65595,1.86137
1993-04-01,596.8,7.37317,1.84329,38.6,10.9,6.39158,6.91508,7.65179,1.86039,313.100,19.10108,4.77527,36.200,14.600,5.74652,13.07331,21.04725,4.89112,2951.4,6.75179,1.68795,239.0,49.4,7.99003,8.81138,6.98494,1.70227,3252285,8.04134,2.01033,275511,64729,14.99487,9.25535,8.37350,2.03068
1993-07-01,619.1,14.67390,3.66848,56.3,22.3,6.42827,10.00355,15.80517,3.73660,319.400,7.96864,1.99216,39.700,6.300,5.76644,14.19378,8.29474,2.01214,2989.3,5.10384,1.27596,207.1,37.9,8.00279,7.44375,5.23634,1.28414,3294796,5.19457,1.29864,246505,42511,15.00785,8.08666,5.33186,1.30711
1993-10-01,650.3,19.66679,4.91670,73.6,31.2,6.47743,12.76227,21.73397,5.03957,332.000,15.47629,3.86907,37.000,12.600,5.80513,12.54237,16.73812,3.94490,3059.6,9.29798,2.32449,212.3,70.3,8.02604,7.45619,9.74395,2.35172,3382197,10.47250,2.61812,252889,87401,15.03404,8.08131,11.04052,2.65270
1994-01-01,661.1,6.58853,1.64713,75.2,10.8,6.49391,12.83495,6.81042,1.66077,337.300,6.33511,1.58378,38.800,5.300,5.82097,12.99832,6.54008,1.59639,3099.9,5.23427,1.30857,197.9,40.3,8.03913,6.81943,5.37368,1.31717,3434208,6.10433,1.52608,246652,52011,15.04930,7.73797,6.29450,1.53779
1994-04-01,659.9,-0.72672,-0.18168,63.1,-1.2,6.49209,10.57306,-0.72409,-0.18152,347.600,12.03186,3.00797,34.500,10.300,5.85105,11.01884,12.78561,3.05366,3098.3,-0.20651,-0.05163,146.9,-1.6,8.03861,4.97730,-0.20630,-0.05161,3442868,1.00741,0.25185,190583,8660,15.05182,5.85997,1.01250,0.25217
1994-07-01,682.0,13.17654,3.29413,62.9,22.1,6.52503,10.15991,14.08406,3.34899,353.000,6.16627,1.54157,33.600,5.400,5.86647,10.51972,6.36035,1.55351,3130.0,4.07177,1.01794,140.7,31.7,8.04879,4.70679,4.15581,1.02314,3479652,4.25098,1.06274,184856,36784,15.06244,5.61054,4.34263,1.06841
1994-10-01,667.3,-8.71598,-2.17899,17.0,-14.7,6.50324,2.61418,-8.34693,-2.15543,364.500,12.82340,3.20585,32.500,11.500,5.89853,9.78916,13.68190,3.25779,3177.6,6.03728,1.50932,118.0,47.6,8.06388,3.85671,6.22324,1.52077,3543118,7.22994,1.80748,160921,63466,15.08052,4.75788,7.49771,1.82392
1995-01-01,707.0,23.11638,5.77909,45.9,39.7,6.56103,6.94297,26.00656,5.94935,363.700,-0.87888,-0.21972,26.400,-0.800,5.89633,7.82686,-0.87503,-0.21948,3244.8,8.37101,2.09275,144.9,67.2,8.08481,4.67434,8.73136,2.11480,3609459,7.42031,1.85508,175251,66341,15.09907,5.10310,7.70255,1.87239
1995-04-01,762.5,30.22874,7.55718,102.6,55.5,6.63660,15.54781,35.29500,7.85007,372.600,9.67044,2.41761,25.000,8.900,5.92051,7.19217,10.15347,2.44707,3261.3,2.02887,0.50722,163.0,16.5,8.08988,5.26095,2.04959,0.50851,3634808,2.79936,0.69984,191940,25349,15.10607,5.57500,2.83891,0.70229
1995-07-01,820.4,29.27581,7.31895,138.4,57.9,6.70979,20.29326,34.01185,7.59344,367.700,-5.29523,-1.32381,14.700,-4.900,5.90727,4.16431,-5.15747,-1.31508,3286.0,3.01805,0.75451,156.0,24.7,8.09743,4.98403,3.06406,0.75737,3653199,2.01877,0.50469,173547,18391,15.11111,4.98748,2.03929,0.50597
1995-10-01,835.2,7.15168,1.78792,167.9,14.8,6.72767,25.16110,7.41362,1.80400,378.200,11.26231,2.81558,13.700,10.500,5.93542,3.75857,11.92100,2.85559,3307.7,2.63283,0.65821,130.1,21.7,8.10401,4.09428,2.66779,0.66038,3684209,3.38105,0.84526,141091,31010,15.11957,3.98211,3.43886,0.84885
1996-01-01,908.1,33.47332,8.36833,201.1,72.9,6.81135,28.44413,39.75674,8.72845,377.100,-1.16510,-0.29128,13.400,-1.100,5.93251,3.68436,-1.15834,-0.29085,3386.7,9.44116,2.36029,141.9,79.0,8.12761,4.37315,9.90121,2.38837,3764019,8.57257,2.14314,154560,79810,15.14100,4.28208,8.95074,2.16627
1996-04-01,929.7,9.40298,2.35074,167.2,21.6,6.83486,21.92787,9.85925,2.37859,383.900,7.14868,1.78717,11.300,6.800,5.95038,3.03274,7.41040,1.80324,3354.4,-3.83323,-0.95831,93.1,-32.3,8.11803,2.85469,-3.76069,-0.95373,3738633,-2.70689,-0.67672,103825,-25386,15.13423,2.85641,-2.67059,-0.67444
1996-07-01,993.4,26.50858,6.62714,173.0,63.7,6.90113,21.08727,30.35428,6.85167,383.900,0.00000,0.00000,16.200,0.000,5.95038,4.40577,0.00000,0.00000,3393.2,4.60020,1.15005,107.2,38.8,8.12953,3.26233,4.70766,1.15669,3777808,4.16956,1.04239,124609,39175,15.14465,3.41096,4.25771,1.04784
1996-10-01,1102.1,41.53573,10.38393,266.9,108.7,7.00497,31.95642,51.49119,10.94222,390.900,7.22787,1.80697,12.700,7.000,5.96845,3.35801,7.49549,1.82339,3431.2,4.45465,1.11366,123.5,38.0,8.14067,3.73371,4.55536,1.11989,3825994,5.06974,1.26744,141785,48186,15.15733,3.84845,5.20045,1.27550
1997-01-01,1157.6,19.65258,4.91314,249.5,55.5,7.05410,27.47495,21.71667,5.03584,395.100,4.27485,1.06871,18.000,4.200,5.97914,4.77327,4.36754,1.07444,3452.2,2.44066,0.61017,65.5,21.0,8.14677,1.93404,2.47069,0.61203,3874106,4.99865,1.24966,110087,48112,15.16983,2.92472,5.12569,1.25750
1997-04-01,1182.7,8.58043,2.14511,253.0,25.1,7.07556,27.21308,8.95930,2.16828,410.900,15.68439,3.92110,27.000,15.800,6.01835,7.03308,16.98130,3.99899,3377.3,-8.77405,-2.19351,22.9,-74.9,8.12483,0.68269,-8.40015,-2.16963,3804568,-7.24499,-1.81125,65935,-69538,15.15171,1.76361,-6.98877,-1.79494
1997-07-01,1230.5,15.84825,3.96206,237.1,47.8,7.11518,23.86753,17.17314,4.04160,411.800,0.87517,0.21879,27.900,0.900,6.02054,7.26752,0.87901,0.21903,3401.6,2.86773,0.71693,8.4,24.3,8.13200,0.24755,2.90925,0.71951,3816381,1.24006,0.31001,38573,11813,15.15481,1.02104,1.24778,0.31050
1997-10-01,1241.6,3.59211,0.89803,139.5,11.1,7.12416,12.65765,3.65741,0.90207,430.700,17.94960,4.48740,39.800,18.900,6.06541,10.18163,19.66141,4.58961,3414.6,1.52578,0.38144,-16.6,13.0,8.13582,-0.48380,1.53748,0.38217,3846706,3.16584,0.79146,20712,30325,15.16273,0.54135,3.21649,0.79460
1998-01-01,1250.5,2.85704,0.71426,92.9,8.9,7.13130,8.02522,2.89825,0.71682,433.200,2.31509,0.57877,38.100,2.500,6.07120,9.64313,2.34210,0.58045,3437.5,2.67364,0.66841,-14.7,22.9,8.14250,-0.42582,2.70971,0.67065,3872048,2.62655,0.65664,-2058,25342,15.16929,-0.05312,2.66135,0.65880
1998-04-01,1256.0,1.75544,0.43886,73.3,5.5,7.13569,6.19768,1.77094,0.43982,439.800,6.04823,1.51206,28.900,6.600,6.08632,7.03334,6.23487,1.52355,3349.3,-10.39724,-2.59931,-28.0,-88.2,8.11651,-0.82906,-9.87498,-2.56582,3790379,-8.52702,-2.13176,-14189,-81669,15.14798,-0.37295,-8.17359,-2.10919
1998-07-01,1224.2,-10.25780,-2.56445,-6.3,-31.8,7.11004,-0.51199,-9.74922,-2.53185,446.000,5.59955,1.39989,34.200,6.200,6.10032,8.30500,5.75929,1.40973,3313.2,-4.33475,-1.08369,-88.4,-36.1,8.10567,-2.59878,-4.24214,-1.07784,3762333,-2.97071,-0.74268,-54048,-28046,15.14055,-1.41621,-2.92702,-0.73993
1998-10-01,1278.7,17.42255,4.35564,37.1,54.5,7.15360,2.98808,19.03239,4.45189,452.100,5.43378,1.35844,21.400,6.100,6.11390,4.96866,5.58412,1.36771,3334.0,2.50332,0.62583,-80.6,20.8,8.11193,-2.36045,2.53491,0.62779,3787391,2.65526,0.66381,-59315,25058,15.14719,-1.54197,2.69083,0.66602
1999-01-01,1272.3,-2.00706,-0.50177,21.8,-6.4,7.14858,1.74330,-1.98705,-0.50051,465.700,11.85530,2.96383,32.500,13.600,6.14354,7.50231,12.58666,3.00818,3327.5,-0.78061,-0.19515,-110.0,-6.5,8.10998,-3.20000,-0.77757,-0.19496,3794549,0.75527,0.18882,-77499,7158,15.14908,-2.00150,0.75813,0.18900
1999-04-01,1258.8,-4.26696,-1.06674,2.8,-13.5,7.13791,0.22293,-4.17721,-1.06107,484.900,16.16041,4.04010,45.100,19.200,6.18394,10.25466,17.53949,4.12283,3199.2,-15.72820,-3.93205,-150.1,-128.3,8.07066,-4.48153,-14.55369,-3.85575,3685167,-11.69989,-2.92497,-105212,-109382,15.11983,-2.77576,-11.04138,-2.88261
1999-07-01,1281.4,7.11774,1.77943,57.2,22.6,7.15571,4.67244,7.37717,1.79536,489.000,3.36792,0.84198,43.000,4.100,6.19236,9.64126,3.42528,0.84554,3175.4,-2.98687,-0.74672,-137.8,-23.8,8.06319,-4.15912,-2.94270,-0.74394,3667597,-1.91167,-0.47792,-94736,-17570,15.11505,-2.51801,-1.89351,-0.47678
1999-10-01,1268.7,-3.98419,-0.99605,-10.0,-12.7,7.14575,-0.78204,-3.90587,-0.99110,478.000,-9.10070,-2.27518,25.900,-11.000,6.16961,5.72882,-8.69887,-2.24949,3233.9,7.30209,1.82552,-100.1,58.5,8.08144,-3.00240,7.57530,1.84229,3715531,5.19397,1.29849,-71860,47934,15.12803,-1.89735,5.33122,1.30696
2000-01-01,1085.0,-62.56511,-15.64128,-187.3,-183.7,6.98934,-14.72137,-46.50870,-14.47939,501.700,19.35664,4.83916,36.000,23.700,6.21800,7.73030,21.35700,4.95816,3182.8,-6.37101,-1.59275,-144.7,-51.1,8.06552,-4.34861,-6.17230,-1.58014,3687974,-2.97774,-0.74443,-106575,-27557,15.12059,-2.80863,-2.93384,-0.74167
